CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ChurnStatus,TenureGroup,RiskScore
50147,1,10.0,Computer,Tier 1,35.0,Debit Card,Male,2.0,3,Fashion,4,Divorced,2,Complained,12.0,5.0,9.0,3.0,218.49,Churned,Mid (6-12 months),2
50148,0,9.0,Phone,Tier 1,15.0,CC,Male,3.0,3,Mobile,2,Divorced,2,No Complaint,23.0,1.0,1.0,4.0,120.7,Active,Mid (6-12 months),1
50149,0,10.0,Mobile Phone,Tier 3,12.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,5,No Complaint,14.0,0.0,1.0,1.0,165.02,Active,Mid (6-12 months),1
50150,0,0.0,Phone,Tier 1,9.0,CC,Male,3.0,4,Mobile,3,Single,2,No Complaint,17.0,1.0,1.0,0.0,132.3,Active,New (0-6 months),0
50151,0,10.0,Computer,Tier 1,6.0,Credit Card,Female,0.0,3,Fashion,2,Married,3,Complained,18.0,0.0,2.0,2.0,236.03,Active,Mid (6-12 months),3
50152,0,2.0,Mobile Phone,Tier 1,28.0,Debit Card,Female,3.0,2,Fashion,4,Married,8,No Complaint,18.0,5.0,6.0,3.0,219.96,Active,New (0-6 months),0
50153,0,11.0,Mobile Phone,Tier 3,13.0,Credit Card,Female,2.0,2,Laptop & Accessory,5,Married,2,Complained,24.0,0.0,7.0,7.0,156.05,Active,Mid (6-12 months),2
50154,0,0.0,Computer,Tier 1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,No Complaint,20.0,0.0,1.0,4.0,163.97,Active,New (0-6 months),0
50155,0,23.0,Mobile Phone,Tier 1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,No Complaint,14.0,1.0,1.0,6.0,291.44,Active,Loyal (12+ months),0
50156,0,26.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,2.0,3,Grocery,3,Divorced,4,Complained,16.0,1.0,1.0,3.0,275.84,Active,Loyal (12+ months),2
50157,0,15.0,Phone,Tier 3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2,No Complaint,25.0,4.0,11.0,6.0,149.07,Active,Loyal (12+ months),0
50158,0,2.0,Computer,Tier 3,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,2,No Complaint,18.0,0.0,1.0,9.0,145.54,Active,New (0-6 months),1
50159,0,28.0,Mobile Phone,Tier 1,26.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,Complained,19.0,1.0,1.0,8.0,154.15,Active,Loyal (12+ months),3
50160,0,0.0,Computer,Tier 1,17.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Divorced,2,Complained,13.0,2.0,3.0,3.0,147.41,Active,New (0-6 months),2
50161,0,9.0,Phone,Tier 1,6.0,Debit Card,Female,2.0,3,Mobile,2,Single,2,No Complaint,12.0,1.0,5.0,7.0,121.15,Active,Mid (6-12 months),1
50162,1,7.0,Computer,Tier 1,30.0,Debit Card,Male,3.0,3,Mobile,3,Married,4,Complained,22.0,0.0,1.0,0.0,131.61,Churned,Mid (6-12 months),2
50163,0,11.0,Mobile Phone,Tier 1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,10,No Complaint,14.0,0.0,1.0,2.0,157.45,Active,Mid (6-12 months),1
50164,1,0.0,Phone,Tier 1,14.0,CC,Male,2.0,3,Mobile,4,Married,3,Complained,13.0,1.0,1.0,2.0,123.73,Churned,New (0-6 months),2
50165,0,1.0,Phone,Tier 1,14.0,Debit Card,Female,3.0,3,Mobile,2,Single,2,No Complaint,21.0,0.0,1.0,2.0,133.1,Active,New (0-6 months),1
50166,0,22.0,Computer,Tier 1,16.0,Debit Card,Female,2.0,3,Others,5,Single,10,Complained,11.0,1.0,1.0,2.0,286.65,Active,Loyal (12+ months),2
50167,0,9.0,Phone,Tier 1,9.0,COD,Male,1.0,3,Laptop & Accessory,4,Single,5,No Complaint,12.0,6.0,7.0,7.0,144.85,Active,Mid (6-12 months),0
50168,0,4.0,Computer,Tier 3,11.0,E wallet,Female,3.0,3,Mobile,4,Married,2,No Complaint,11.0,0.0,2.0,2.0,127.89,Active,New (0-6 months),0
50169,1,0.0,Mobile Phone,Tier 3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,2,Single,2,Complained,12.0,7.0,7.0,4.0,158.28,Churned,New (0-6 months),3
50170,0,10.0,Computer,Tier 1,14.0,CC,Male,2.0,3,Mobile,2,Divorced,2,Complained,12.0,0.0,1.0,2.0,123.26,Active,Mid (6-12 months),3
50171,0,15.0,Computer,Tier 3,32.0,E wallet,Female,3.0,3,Grocery,4,Divorced,6,No Complaint,14.0,2.0,2.0,8.0,235.25,Active,Loyal (12+ months),0
50172,1,9.0,Mobile Phone,Tier 1,9.0,Debit Card,Male,2.0,3,Mobile Phone,3,Single,2,No Complaint,13.0,0.0,1.0,0.0,114.2,Churned,Mid (6-12 months),0
50173,0,8.0,Mobile Phone,Tier 3,22.0,E wallet,Male,3.0,3,Fashion,4,Divorced,1,No Complaint,15.0,3.0,6.0,9.0,180.2,Active,Mid (6-12 months),0
50174,0,9.0,Computer,Tier 1,24.0,Debit Card,Male,2.0,2,Mobile Phone,2,Divorced,5,No Complaint,18.0,0.0,1.0,0.0,136.88,Active,Mid (6-12 months),1
50175,0,24.0,Mobile Phone,Tier 1,8.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Married,6,No Complaint,18.0,0.0,1.0,2.0,154.82,Active,Loyal (12+ months),0
50176,0,14.0,Mobile Phone,Tier 3,8.0,Debit Card,Male,2.0,3,Grocery,4,Single,2,No Complaint,19.0,1.0,2.0,4.0,260.15,Active,Loyal (12+ months),0
50177,0,0.0,Mobile Phone,Tier 3,16.0,Credit Card,Female,3.0,4,Mobile Phone,3,Single,2,No Complaint,12.0,1.0,1.0,0.0,112.0,Active,New (0-6 months),0
50178,0,1.0,Mobile Phone,Tier 1,22.0,Credit Card,Male,3.0,2,Laptop & Accessory,5,Single,1,No Complaint,19.0,0.0,1.0,7.0,156.61,Active,New (0-6 months),0
50179,0,4.0,Mobile Phone,Tier 3,13.0,COD,Male,3.0,2,Laptop & Accessory,2,Divorced,5,No Complaint,11.0,3.0,7.0,7.0,169.29,Active,New (0-6 months),1
50180,0,12.0,Mobile Phone,Tier 1,6.0,Credit Card,Male,2.0,2,Fashion,2,Married,1,No Complaint,17.0,3.0,3.0,7.0,196.13,Active,Mid (6-12 months),1
50181,0,9.0,Computer,Tier 1,30.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Divorced,8,No Complaint,15.0,0.0,1.0,8.0,156.74,Active,Mid (6-12 months),0
50182,0,5.0,Mobile Phone,Tier 3,13.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Divorced,2,No Complaint,14.0,1.0,4.0,8.0,154.84,Active,New (0-6 months),0
50183,0,11.0,Mobile Phone,Tier 1,31.0,Debit Card,Female,2.0,4,Fashion,4,Divorced,4,No Complaint,17.0,1.0,1.0,3.0,220.61,Active,Mid (6-12 months),0
50184,0,30.0,Computer,Tier 1,6.0,Debit Card,Male,2.0,5,Laptop & Accessory,3,Married,3,Complained,13.0,1.0,1.0,2.0,156.6,Active,Loyal (12+ months),2
50185,0,4.0,Phone,Tier 1,11.0,COD,Male,2.0,3,Mobile Phone,2,Divorced,1,Complained,12.0,0.0,1.0,3.0,148.21,Active,New (0-6 months),3
50186,0,4.0,Mobile Phone,Tier 2,8.0,UPI,Male,3.0,4,Laptop & Accessory,5,Divorced,4,No Complaint,12.0,0.0,1.0,0.0,164.1,Active,New (0-6 months),0
50187,0,18.0,Computer,Tier 1,13.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,No Complaint,18.0,5.0,9.0,11.0,152.1,Active,Loyal (12+ months),0
50188,0,4.0,Phone,Tier 1,8.0,Debit Card,Male,3.0,3,Mobile,2,Married,1,Complained,18.0,1.0,2.0,2.0,126.95,Active,New (0-6 months),3
50189,0,6.0,Computer,Tier 1,11.0,Debit Card,Female,3.0,3,Fashion,4,Divorced,7,No Complaint,11.0,2.0,8.0,3.0,218.78,Active,New (0-6 months),0
50190,0,12.0,Mobile Phone,Tier 1,16.0,Credit Card,Male,2.0,3,Grocery,5,Divorced,2,Complained,14.0,1.0,11.0,10.0,270.68,Active,Mid (6-12 months),2
50191,0,16.0,Computer,Tier 1,14.0,Debit Card,Female,2.0,3,Mobile,2,Single,1,No Complaint,19.0,0.0,1.0,7.0,124.55,Active,Loyal (12+ months),1
50192,0,22.0,Mobile Phone,Tier 1,6.0,Cash on Delivery,Female,2.0,4,Grocery,3,Single,8,Complained,12.0,1.0,2.0,7.0,239.64,Active,Loyal (12+ months),2
50193,1,15.0,Phone,Tier 1,14.0,Credit Card,Male,2.0,4,Laptop & Accessory,4,Divorced,3,No Complaint,15.0,7.0,7.0,7.0,149.41,Churned,Loyal (12+ months),0
50194,0,0.0,Phone,Tier 1,14.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,Complained,12.0,0.0,1.0,2.0,124.78,Active,New (0-6 months),2
50195,0,5.0,Mobile Phone,Tier 3,14.0,COD,Female,3.0,4,Laptop & Accessory,4,Divorced,2,Complained,11.0,6.0,11.0,9.0,152.28,Active,New (0-6 months),2
50196,0,0.0,Phone,Tier 3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,Complained,11.0,1.0,1.0,4.0,144.78,Active,New (0-6 months),2
50197,0,4.0,Mobile Phone,Tier 3,13.0,E wallet,Male,3.0,3,Laptop & Accessory,2,Married,5,No Complaint,12.0,0.0,1.0,7.0,175.47,Active,New (0-6 months),1
50198,0,5.0,Mobile Phone,Tier 1,8.0,Credit Card,Female,3.0,2,Laptop & Accessory,2,Single,8,No Complaint,16.0,1.0,1.0,7.0,150.55,Active,New (0-6 months),1
50199,1,0.0,Phone,Tier 1,8.0,CC,Male,2.0,5,Mobile,2,Divorced,6,Complained,13.0,2.0,2.0,2.0,134.64,Churned,New (0-6 months),3
50200,0,3.0,Mobile Phone,Tier 1,34.0,Credit Card,Female,3.0,3,Laptop & Accessory,2,Divorced,2,No Complaint,13.0,0.0,1.0,9.0,157.75,Active,New (0-6 months),1
50201,0,4.0,Computer,Tier 1,13.0,Debit Card,Female,2.0,4,Fashion,3,Divorced,2,No Complaint,24.0,3.0,8.0,9.0,189.43,Active,New (0-6 months),0
50202,0,12.0,Computer,Tier 1,5.0,Credit Card,Male,2.0,4,Others,2,Divorced,2,No Complaint,15.0,9.0,13.0,3.0,292.72,Active,Mid (6-12 months),1
50203,1,2.0,Mobile Phone,Tier 3,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Divorced,5,Complained,18.0,1.0,1.0,0.0,152.38,Churned,New (0-6 months),2
50204,0,6.0,Computer,Tier 3,16.0,E wallet,Male,2.0,4,Laptop & Accessory,2,Single,4,No Complaint,14.0,1.0,1.0,1.0,146.82,Active,New (0-6 months),1
50205,0,20.0,Mobile Phone,Tier 1,11.0,Debit Card,Male,2.0,3,Others,3,Divorced,5,No Complaint,11.0,1.0,1.0,1.0,283.0,Active,Loyal (12+ months),0
50206,0,16.0,Computer,Tier 1,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,No Complaint,11.0,0.0,1.0,0.0,152.57,Active,Loyal (12+ months),0
50207,0,0.0,Computer,Tier 3,6.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Divorced,1,Complained,13.0,0.0,1.0,4.0,163.49,Active,New (0-6 months),2
50208,0,27.0,Computer,Tier 1,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,4,No Complaint,12.0,1.0,1.0,3.0,148.69,Active,Loyal (12+ months),0
50209,0,16.0,Mobile Phone,Tier 1,13.0,Debit Card,Female,2.0,3,Fashion,5,Divorced,9,No Complaint,16.0,1.0,1.0,0.0,199.85,Active,Loyal (12+ months),0
50210,0,18.0,Phone,Tier 1,14.0,UPI,Male,3.0,3,Laptop & Accessory,2,Divorced,10,No Complaint,14.0,7.0,9.0,8.0,136.97,Active,Loyal (12+ months),1
50211,0,13.0,Mobile Phone,Tier 3,6.0,Credit Card,Male,2.0,5,Laptop & Accessory,2,Divorced,3,Complained,22.0,1.0,1.0,2.0,174.57,Active,Loyal (12+ months),3
50212,1,9.0,Phone,Tier 1,14.0,UPI,Male,3.0,5,Mobile,5,Divorced,2,Complained,11.0,1.0,1.0,7.0,121.19,Churned,Mid (6-12 months),2
50213,0,2.0,Phone,Tier 1,15.0,UPI,Male,1.0,4,Mobile Phone,2,Single,1,No Complaint,17.0,2.0,2.0,2.0,139.83,Active,New (0-6 months),1
50214,0,3.0,Mobile Phone,Tier 3,11.0,E wallet,Female,1.0,4,Laptop & Accessory,3,Married,2,No Complaint,13.0,0.0,1.0,2.0,161.18,Active,New (0-6 months),0
50215,0,0.0,Mobile Phone,Tier 3,14.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Divorced,2,No Complaint,18.0,0.0,1.0,7.0,162.14,Active,New (0-6 months),0
50216,0,10.0,Mobile Phone,Tier 1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Married,8,No Complaint,16.0,0.0,1.0,4.0,163.47,Active,Mid (6-12 months),1
50217,0,11.0,Mobile Phone,Tier 1,21.0,Debit Card,Male,3.0,4,Fashion,2,Married,1,Complained,14.0,1.0,2.0,3.0,215.1,Active,Mid (6-12 months),3
50218,0,4.0,Mobile Phone,Tier 1,13.0,Credit Card,Female,2.0,3,Fashion,2,Single,2,Complained,14.0,2.0,4.0,10.0,171.43,Active,New (0-6 months),3
50219,0,2.0,Mobile Phone,Tier 3,16.0,E wallet,Female,2.0,4,Laptop & Accessory,4,Married,2,Complained,14.0,0.0,1.0,7.0,182.68,Active,New (0-6 months),2
50220,0,8.0,Mobile Phone,Tier 1,11.0,COD,Male,3.0,3,Fashion,4,Single,1,No Complaint,13.0,0.0,1.0,13.0,180.95,Active,Mid (6-12 months),0
50221,0,0.0,Phone,Tier 1,32.0,Debit Card,Male,3.0,3,Mobile,2,Married,2,No Complaint,12.0,1.0,1.0,2.0,129.04,Active,New (0-6 months),1
50222,0,14.0,Mobile Phone,Tier 1,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,7,Complained,15.0,1.0,1.0,2.0,160.32,Active,Loyal (12+ months),2
50223,0,20.0,Computer,Tier 3,10.0,CC,Male,3.0,3,Laptop & Accessory,3,Single,4,No Complaint,19.0,0.0,1.0,0.0,129.76,Active,Loyal (12+ months),0
50224,0,15.0,Mobile Phone,Tier 1,29.0,Debit Card,Female,2.0,3,Grocery,2,Single,3,No Complaint,14.0,0.0,2.0,0.0,259.92,Active,Loyal (12+ months),1
50225,0,2.0,Computer,Tier 3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Divorced,2,No Complaint,14.0,1.0,1.0,2.0,146.49,Active,New (0-6 months),0
50226,0,15.0,Phone,Tier 2,8.0,COD,Male,3.0,3,Mobile,3,Married,1,Complained,11.0,1.0,1.0,0.0,126.96,Active,Loyal (12+ months),2
50227,0,5.0,Phone,Tier 1,14.0,CC,Female,3.0,3,Mobile,4,Divorced,2,No Complaint,13.0,0.0,1.0,7.0,123.7,Active,New (0-6 months),0
50228,0,21.0,Mobile Phone,Tier 3,35.0,Credit Card,Female,3.0,3,Fashion,3,Divorced,4,No Complaint,21.0,0.0,1.0,3.0,225.04,Active,Loyal (12+ months),0
50229,0,10.0,Mobile Phone,Tier 1,12.0,Credit Card,Male,2.0,2,Laptop & Accessory,5,Married,5,Complained,13.0,2.0,6.0,7.0,159.74,Active,Mid (6-12 months),2
50230,0,3.0,Computer,Tier 3,31.0,COD,Female,2.0,3,Laptop & Accessory,3,Divorced,8,Complained,12.0,1.0,2.0,2.0,147.36,Active,New (0-6 months),2
50231,0,0.0,Mobile Phone,Tier 3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2,No Complaint,17.0,2.0,7.0,7.0,152.96,Active,New (0-6 months),0
50232,0,15.0,Mobile Phone,Tier 1,8.0,UPI,Male,3.0,4,Laptop & Accessory,2,Single,4,No Complaint,23.0,0.0,1.0,0.0,167.81,Active,Loyal (12+ months),1
50233,1,9.0,Computer,Tier 3,6.0,Cash on Delivery,Female,2.0,4,Mobile,4,Single,2,Complained,11.0,1.0,1.0,2.0,121.74,Churned,Mid (6-12 months),2
50234,0,9.0,Computer,Tier 3,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,2,Single,5,No Complaint,15.0,1.0,1.0,0.0,166.53,Active,Mid (6-12 months),1
50235,0,9.0,Computer,Tier 3,9.0,Credit Card,Male,2.0,4,Fashion,2,Divorced,5,No Complaint,11.0,0.0,1.0,12.0,196.99,Active,Mid (6-12 months),1
50236,0,30.0,Mobile Phone,Tier 1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,3,No Complaint,11.0,1.0,1.0,2.0,167.55,Active,Loyal (12+ months),0
50237,0,9.0,Phone,Tier 1,16.0,Debit Card,Female,2.0,2,Mobile,3,Divorced,4,Complained,13.0,0.0,1.0,7.0,122.13,Active,Mid (6-12 months),2
50238,0,0.0,Computer,Tier 3,14.0,CC,Male,2.0,3,Mobile,2,Single,2,No Complaint,24.0,0.0,2.0,2.0,126.1,Active,New (0-6 months),1
50239,1,0.0,Phone,Tier 3,11.0,E wallet,Female,3.0,3,Mobile,3,Single,2,Complained,13.0,1.0,1.0,0.0,128.51,Churned,New (0-6 months),2
50240,0,10.0,Phone,Tier 1,16.0,CC,Female,3.0,3,Mobile,5,Divorced,7,No Complaint,20.0,1.0,1.0,3.0,134.52,Active,Mid (6-12 months),0
50241,0,19.0,Computer,Tier 1,13.0,Credit Card,Female,1.0,3,Laptop & Accessory,3,Divorced,3,No Complaint,14.0,0.0,1.0,0.0,152.58,Active,Loyal (12+ months),0
50242,1,4.0,Computer,Tier 3,10.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Single,2,No Complaint,18.0,7.0,7.0,7.0,193.55,Churned,New (0-6 months),0
50243,0,23.0,Mobile Phone,Tier 1,16.0,Cash on Delivery,Male,3.0,4,Fashion,2,Single,7,No Complaint,15.0,0.0,1.0,3.0,204.96,Active,Loyal (12+ months),1
50244,1,3.0,Mobile Phone,Tier 3,28.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Divorced,3,Complained,12.0,1.0,1.0,0.0,163.8,Churned,New (0-6 months),2
50245,0,4.0,Phone,Tier 1,14.0,Debit Card,Male,2.0,4,Mobile,4,Single,1,Complained,16.0,1.0,2.0,2.0,126.57,Active,New (0-6 months),2
50246,1,0.0,Phone,Tier 3,18.0,Debit Card,Female,3.0,2,Mobile,4,Single,2,No Complaint,15.0,0.0,1.0,0.0,127.16,Churned,New (0-6 months),0
50247,0,9.0,Phone,Tier 1,29.0,Debit Card,Male,2.0,3,Mobile,2,Single,10,No Complaint,16.0,1.0,1.0,2.0,122.01,Active,Mid (6-12 months),1
50248,0,8.0,Mobile Phone,Tier 1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,10,No Complaint,19.0,1.0,1.0,0.0,165.4,Active,Mid (6-12 months),0
50249,0,0.0,Phone,Tier 1,6.0,Credit Card,Male,2.0,3,Mobile Phone,4,Married,2,No Complaint,11.0,0.0,1.0,4.0,138.16,Active,New (0-6 months),0
50250,0,1.0,Mobile Phone,Tier 3,15.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Single,2,No Complaint,16.0,1.0,1.0,7.0,152.53,Active,New (0-6 months),1
50251,0,22.0,Phone,Tier 1,13.0,UPI,Male,2.0,4,Fashion,3,Single,9,No Complaint,24.0,1.0,1.0,0.0,145.0,Active,Loyal (12+ months),0
50252,0,24.0,Phone,Tier 3,20.0,Debit Card,Female,2.0,3,Laptop & Accessory,2,Divorced,5,No Complaint,11.0,0.0,1.0,7.0,149.36,Active,Loyal (12+ months),1
50253,0,9.0,Phone,Tier 1,14.0,Debit Card,Female,3.0,3,Mobile,3,Divorced,5,No Complaint,13.0,1.0,2.0,2.0,125.43,Active,Mid (6-12 months),0
50254,1,0.0,Computer,Tier 3,25.0,E wallet,Male,3.0,2,Laptop & Accessory,2,Single,9,Complained,13.0,1.0,1.0,4.0,153.04,Churned,New (0-6 months),3
50255,0,28.0,Mobile Phone,Tier 1,8.0,Debit Card,Female,3.0,3,Grocery,2,Single,3,Complained,13.0,1.0,1.0,2.0,266.59,Active,Loyal (12+ months),3
50256,0,0.0,Phone,Tier 3,16.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,2,Complained,12.0,0.0,1.0,3.0,142.6,Active,New (0-6 months),2
50257,0,3.0,Phone,Tier 3,14.0,COD,Male,3.0,3,Mobile,4,Divorced,2,No Complaint,18.0,1.0,1.0,0.0,124.76,Active,New (0-6 months),0
50258,1,0.0,Computer,Tier 1,9.0,COD,Male,3.0,3,Mobile,5,Single,1,No Complaint,22.0,0.0,1.0,4.0,131.02,Churned,New (0-6 months),0
50259,0,9.0,Phone,Tier 1,17.0,CC,Female,2.0,3,Mobile,4,Divorced,2,No Complaint,13.0,1.0,1.0,2.0,122.44,Active,Mid (6-12 months),0
50260,0,9.0,Mobile Phone,Tier 3,8.0,Credit Card,Male,3.0,4,Fashion,3,Divorced,2,No Complaint,13.0,9.0,9.0,0.0,175.96,Active,Mid (6-12 months),0
50261,1,9.0,Computer,Tier 1,10.0,COD,Male,2.0,3,Mobile,2,Single,19,Complained,23.0,1.0,1.0,0.0,122.85,Churned,Mid (6-12 months),3
50262,0,10.0,Phone,Tier 1,20.0,Debit Card,Female,3.0,3,Mobile,5,Married,2,No Complaint,12.0,3.0,12.0,17.0,130.34,Active,Mid (6-12 months),0
50263,0,13.0,Mobile Phone,Tier 3,8.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,8,No Complaint,12.0,0.0,1.0,3.0,157.15,Active,Loyal (12+ months),0
50264,0,15.0,Phone,Tier 1,14.0,Debit Card,Female,3.0,3,Mobile,5,Married,4,No Complaint,16.0,1.0,1.0,2.0,125.76,Active,Loyal (12+ months),0
50265,0,10.0,Phone,Tier 1,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Single,3,Complained,12.0,0.0,1.0,1.0,141.97,Active,Mid (6-12 months),2
50266,0,16.0,Mobile Phone,Tier 1,18.0,Debit Card,Male,2.0,4,Grocery,4,Married,2,No Complaint,11.0,0.0,2.0,9.0,243.36,Active,Loyal (12+ months),0
50267,0,13.0,Phone,Tier 1,8.0,CC,Female,3.0,4,Laptop & Accessory,3,Divorced,7,No Complaint,22.0,1.0,1.0,0.0,134.48,Active,Loyal (12+ months),0
50268,0,27.0,Mobile Phone,Tier 1,11.0,Credit Card,Male,2.0,3,Others,5,Divorced,5,No Complaint,15.0,1.0,1.0,2.0,294.06,Active,Loyal (12+ months),0
50269,0,7.0,Computer,Tier 3,10.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Divorced,10,No Complaint,15.0,1.0,1.0,2.0,165.38,Active,Mid (6-12 months),0
50270,0,4.0,Phone,Tier 1,13.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Divorced,2,No Complaint,12.0,3.0,3.0,12.0,143.06,Active,New (0-6 months),0
50271,0,9.0,Computer,Tier 1,27.0,CC,Male,3.0,3,Mobile,2,Divorced,8,No Complaint,20.0,0.0,1.0,2.0,122.58,Active,Mid (6-12 months),1
50272,0,16.0,Phone,Tier 1,14.0,UPI,Female,3.0,3,Laptop & Accessory,3,Married,5,Complained,14.0,0.0,1.0,2.0,145.22,Active,Loyal (12+ months),2
50273,0,0.0,Phone,Tier 3,10.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,2,Complained,11.0,0.0,1.0,3.0,144.87,Active,New (0-6 months),3
50274,0,10.0,Computer,Tier 1,31.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,4,Complained,15.0,3.0,10.0,7.0,144.49,Active,Mid (6-12 months),2
50275,0,9.0,Phone,Tier 1,6.0,Debit Card,Male,3.0,4,Mobile,5,Divorced,2,No Complaint,12.0,0.0,3.0,2.0,122.18,Active,Mid (6-12 months),0
50276,0,12.0,Computer,Tier 1,6.0,Debit Card,Male,2.0,3,Others,3,Married,2,Complained,14.0,0.0,1.0,6.0,291.97,Active,Mid (6-12 months),2
50277,0,29.0,Computer,Tier 3,12.0,Debit Card,Female,2.0,2,Grocery,5,Divorced,10,No Complaint,11.0,2.0,2.0,7.0,232.12,Active,Loyal (12+ months),0
50278,0,3.0,Mobile Phone,Tier 3,18.0,COD,Female,2.0,3,Laptop & Accessory,3,Single,1,No Complaint,11.0,3.0,4.0,4.0,165.77,Active,New (0-6 months),0
50279,0,14.0,Mobile Phone,Tier 3,6.0,E wallet,Male,2.0,2,Fashion,5,Divorced,2,No Complaint,16.0,1.0,1.0,7.0,183.92,Active,Loyal (12+ months),0
50280,0,1.0,Phone,Tier 1,23.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Married,2,No Complaint,12.0,0.0,1.0,8.0,145.58,Active,New (0-6 months),0
50281,1,0.0,Phone,Tier 1,9.0,Credit Card,Male,3.0,3,Mobile Phone,5,Divorced,6,No Complaint,13.0,1.0,1.0,2.0,140.31,Churned,New (0-6 months),0
50282,0,25.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,2.0,4,Fashion,3,Divorced,3,Complained,14.0,0.0,1.0,4.0,179.69,Active,Loyal (12+ months),2
50283,0,18.0,Phone,Tier 1,14.0,Debit Card,Male,3.0,3,Mobile,2,Divorced,4,No Complaint,21.0,1.0,1.0,2.0,126.54,Active,Loyal (12+ months),1
50284,0,25.0,Mobile Phone,Tier 1,10.0,Debit Card,Female,1.0,3,Grocery,2,Divorced,3,No Complaint,13.0,1.0,1.0,4.0,265.55,Active,Loyal (12+ months),1
50285,0,15.0,Computer,Tier 1,35.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Married,3,No Complaint,11.0,1.0,1.0,2.0,145.56,Active,Loyal (12+ months),0
50286,0,3.0,Mobile Phone,Tier 1,8.0,Debit Card,Female,2.0,5,Laptop & Accessory,2,Single,3,No Complaint,20.0,0.0,1.0,2.0,160.91,Active,New (0-6 months),1
50287,0,30.0,Mobile Phone,Tier 1,13.0,Debit Card,Female,2.0,3,Others,5,Divorced,6,No Complaint,15.0,0.0,11.0,10.0,295.66,Active,Loyal (12+ months),0
50288,0,19.0,Phone,Tier 1,24.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,No Complaint,14.0,0.0,1.0,8.0,148.1,Active,Loyal (12+ months),0
50289,0,15.0,Computer,Tier 1,34.0,COD,Female,2.0,4,Laptop & Accessory,2,Divorced,1,No Complaint,11.0,0.0,1.0,4.0,145.23,Active,Loyal (12+ months),1
50290,1,0.0,Phone,Tier 3,6.0,COD,Female,3.0,3,Mobile,4,Single,2,Complained,16.0,1.0,1.0,4.0,132.02,Churned,New (0-6 months),2
50291,1,0.0,Computer,Tier 3,14.0,E wallet,Female,2.0,5,Mobile,3,Married,1,No Complaint,16.0,1.0,1.0,0.0,123.51,Churned,New (0-6 months),0
50292,0,9.0,Computer,Tier 1,8.0,Debit Card,Male,2.0,3,Mobile Phone,2,Divorced,2,Complained,23.0,1.0,1.0,0.0,117.02,Active,Mid (6-12 months),3
50293,0,13.0,Mobile Phone,Tier 3,8.0,Debit Card,Female,3.0,3,Others,3,Divorced,1,No Complaint,14.0,1.0,1.0,12.0,280.41,Active,Loyal (12+ months),0
